subject,session,trial,class,paradigm,alpha_power,beta_power,gamma_power
S00_2class,session_0,75,1,2-class,2.8144378039942826,0.551585016883469,0.18573968535322888
S00_2class,session_0,76,1,2-class,2.9459236416534207,0.5420790339142744,0.18911364342188594
S00_2class,session_0,77,1,2-class,3.1220442184776775,0.5465961941868183,0.19384851681576257
S00_2class,session_0,78,1,2-class,2.9883346995181066,0.5668430563535626,0.18861524405733282
S00_2class,session_0,79,1,2-class,2.7155957610692694,0.5504779002983455,0.1795993951564625
S00_2class,session_1,0,0,2-class,3.212499965107475,0.7061414097459597,0.2514224357756092
S00_2class,session_1,1,0,2-class,3.251168364781776,0.7192347606493494,0.25183522361720356
S00_2class,session_1,2,0,2-class,3.184754204514519,0.7058013992864602,0.24568315739200913
S00_2class,session_1,3,0,2-class,3.0200854973906326,0.7503231215651104,0.2530066052659833
S00_2class,session_1,4,0,2-class,3.2853784136381226,0.7002093517568121,0.2491173503214946
S00_2class,session_1,5,0,2-class,3.260705247895161,0.7110696790298794,0.2617598756106127
S00_2class,session_1,6,0,2-class,3.175023303976678,0.72854583706081,0.24966888834478868
S00_2class,session_1,7,0,2-class,3.181167759106695,0.7391906810337447,0.24127570554664501
S00_2class,session_1,8,0,2-class,3.4375076501530635,0.7318093665572127,0.24515673592309611
S00_2class,session_1,9,0,2-class,3.1922459257281113,0.7474359926896397,0.25072302798558244
S00_2class,session_1,10,0,2-class,3.217689781610746,0.761104233755899,0.2504750446428331
S00_2class,session_1,11,0,2-class,3.439374233324582,0.7428433376661939,0.25293644264512505
S00_2class,session_1,12,0,2-class,3.35196235016219,0.7453284465936458,0.24608974211640824
S00_2class,session_1,13,0,2-class,3.1728937870203815,0.704868668810689,0.24063161610421197
S00_2class,session_1,14,0,2-class,3.2411128803023317,0.735373562624465,0.25255997440478933
S00_2class,session_1,15,0,2-class,3.086165444648388,0.7639505210945735,0.24286033354403794
S00_2class,session_1,16,0,2-class,3.248591066312231,0.7050730862554799,0.24365865554742133
S00_2class,session_1,17,0,2-class,3.3431015425169015,0.7290590163608884,0.2486012249999848
S00_2class,session_1,18,0,2-class,3.2323233276369963,0.7387351132734308,0.23593017374934816
S00_2class,session_1,19,0,2-class,3.435603307873058,0.7362379804180065,0.2496178336831974
S00_2class,session_1,20,0,2-class,3.2175734799760414,0.7086160817414499,0.2426992787080441
S00_2class,session_1,21,0,2-class,3.2819144873159027,0.730990656775501,0.248235615632392
S00_2class,session_1,22,0,2-class,2.994359205825197,0.7434274480602573,0.2508908395251049
S00_2class,session_1,23,0,2-class,3.1336526605971233,0.7535476327821191,0.24897424331909562
S00_2class,session_1,24,0,2-class,3.2209850253954824,0.7071035279129404,0.2423232399896184
S00_2class,session_1,25,0,2-class,3.292024885293334,0.7397072424216513,0.24775287100098412
S00_2class,session_1,26,0,2-class,3.1290901141155634,0.7283239575448622,0.24458949769458127
S00_2class,session_1,27,0,2-class,3.0822641350459885,0.7057407213058929,0.25405948331386674
S00_2class,session_1,28,0,2-class,3.229080618357071,0.7415894515098924,0.25904416548198894
S00_2class,session_1,29,0,2-class,3.176645009119225,0.7462319632423875,0.26376037546394787
S00_2class,session_1,30,0,2-class,2.9924457364384005,0.739864663813702,0.252476586714084
S00_2class,session_1,31,0,2-class,3.1956827790373334,0.7642934628467732,0.25566527454897797
S00_2class,session_1,32,0,2-class,3.050255360941266,0.7218397518670367,0.24972028657121328
S00_2class,session_1,33,0,2-class,3.1695636809918044,0.6784185891010704,0.2340717829168733
S00_2class,session_1,34,0,2-class,3.206637928344855,0.7625596966400909,0.2572889097502749
S00_2class,session_1,35,0,2-class,3.155825249701716,0.7477690493965446,0.24645163574319207
S00_2class,session_1,36,0,2-class,3.354522800258381,0.733199866799023,0.26283639087122534
S00_2class,session_1,37,0,2-class,3.137197709466271,0.7068801388583279,0.24086712252302211
S00_2class,session_1,38,0,2-class,3.1446278967437458,0.7260073492648164,0.24434940250916246
S00_2class,session_1,39,0,2-class,3.2101669346913093,0.735943842007548,0.24328823327031324
S00_2class,session_1,40,1,2-class,3.2762634033404594,0.7426846773513064,0.2542274464763742
S00_2class,session_1,41,1,2-class,3.168301815941392,0.7475729295676022,0.23869465238000692
S00_2class,session_1,42,1,2-class,3.6290554192418147,0.7162094565309038,0.24992652537987606
S00_2class,session_1,43,1,2-class,3.4127380140986663,0.7301254574143826,0.24502131860617685
S00_2class,session_1,44,1,2-class,3.300003128609503,0.737187541878086,0.2471042828828472
S00_2class,session_1,45,1,2-class,3.3205465907652947,0.7211947273691367,0.2435670508658582
S00_2class,session_1,46,1,2-class,3.4018688571220936,0.737653719247808,0.24726973870709062
S00_2class,session_1,47,1,2-class,3.0883836511284044,0.7071531788838729,0.2433260205068754
S00_2class,session_1,48,1,2-class,3.1549963533303877,0.7379736626552441,0.25315054507924
S00_2class,session_1,49,1,2-class,3.0567168086803687,0.7213763508569775,0.24877397780561566
S00_2class,session_1,50,1,2-class,3.291203281629148,0.7330732745198707,0.24654977081715482
S00_2class,session_1,51,1,2-class,3.2042337869051094,0.7441407663559346,0.25644790217349384
S00_2class,session_1,52,1,2-class,3.057206566643839,0.7397369234996329,0.24830771012951733
S00_2class,session_1,53,1,2-class,3.182515578325693,0.7413249319526579,0.2517115230989032
S00_2class,session_1,54,1,2-class,3.391939390706023,0.7290966976085803,0.2472406891797135
S00_2class,session_1,55,1,2-class,3.208142537553115,0.7160029403388074,0.2546227072248335
S00_2class,session_1,56,1,2-class,3.095649595689909,0.729423464759289,0.25431441005928634
S00_2class,session_1,57,1,2-class,3.301791322626343,0.7421685810929808,0.24088755422529312
S00_2class,session_1,58,1,2-class,3.2983618852504124,0.7367326068548921,0.24780879067773537
S00_2class,session_1,59,1,2-class,2.9803487010111667,0.7001777116641859,0.2419370183808426
S00_2class,session_1,60,1,2-class,3.0989961559865637,0.705374318099379,0.252458055062211
S00_2class,session_1,61,1,2-class,3.2344317082668885,0.7106968921458434,0.2459066937155754
S00_2class,session_1,62,1,2-class,3.213293751284224,0.745407957653183,0.23261253835146287
S00_2class,session_1,63,1,2-class,3.306165096683797,0.7141638310244764,0.25075223004419633
S00_2class,session_1,64,1,2-class,3.121589705859057,0.7293992665544488,0.24819393481084823
S00_2class,session_1,65,1,2-class,3.208937730428936,0.72437061610627,0.24262202593891008
S00_2class,session_1,66,1,2-class,3.2716995000120783,0.7187104028646508,0.2505253926201777
S00_2class,session_1,67,1,2-class,3.2258286216747334,0.7379043631886897,0.2409785740463457
S00_2class,session_1,68,1,2-class,3.0028039036370666,0.7359550009849474,0.25663272741137344
S00_2class,session_1,69,1,2-class,3.263710408250472,0.7347064441170276,0.25060487020071265
S00_2class,session_1,70,1,2-class,3.194223916009175,0.710381598005538,0.24107267112966385
S00_2class,session_1,71,1,2-class,2.9652751474256904,0.722602502037904,0.25229742450091436
S00_2class,session_1,72,1,2-class,3.1608405633166043,0.7286104687217246,0.25904220562499014
S00_2class,session_1,73,1,2-class,3.338296629353015,0.7009438672747397,0.24061530472127218
S00_2class,session_1,74,1,2-class,3.34400551843142,0.6960846965456668,0.2505770808100974
S00_2class,session_1,75,1,2-class,3.0574162500437048,0.7340670281679251,0.2415827399203546
S00_2class,session_1,76,1,2-class,3.132452263781977,0.7358763487821532,0.23865520357614284
S00_2class,session_1,77,1,2-class,3.2633720459545033,0.7212769861067887,0.2514351478764298
S00_2class,session_1,78,1,2-class,3.139650470320325,0.7099825864077883,0.24373215202326537
S00_2class,session_1,79,1,2-class,3.0679306659584764,0.701662608483997,0.25041464538510244
S00_2class,session_2,0,0,2-class,3.6212602395571887,0.9239751981609154,0.29623654003606903
S00_2class,session_2,1,0,2-class,3.52698269035029,0.8985988774407401,0.3188672510509879
S00_2class,session_2,2,0,2-class,3.504378370672121,0.9034507461907348,0.30398474316347673
S00_2class,session_2,3,0,2-class,3.516546919624555,0.9195215440984345,0.322883042931728
S00_2class,session_2,4,0,2-class,3.5764373771702855,0.9268843251099841,0.317159453327423
S00_2class,session_2,5,0,2-class,3.7038081502922844,0.9398267110472981,0.31738095965979823
S00_2class,session_2,6,0,2-class,3.4958742303025785,0.950339663033754,0.31558636313585015
S00_2class,session_2,7,0,2-class,3.7605922827474254,0.916955938047823,0.32755243331003603
S00_2class,session_2,8,0,2-class,3.524543411356206,0.9381401537434062,0.32141090353311336
S00_2class,session_2,9,0,2-class,3.5149827498160358,0.930324139397738,0.3190159372415235
S00_2class,session_2,10,0,2-class,3.447361941217004,0.9181367134993275,0.32612025345823653
S00_2class,session_2,11,0,2-class,3.843065864602565,0.961244736619208,0.32076312262789536
S00_2class,session_2,12,0,2-class,3.503164043823613,0.9024862847851058,0.30663055331555134
S00_2class,session_2,13,0,2-class,3.531110783904321,0.9073556945523349,0.3241830608608699
S00_2class,session_2,14,0,2-class,3.356673914275976,0.93426406234189,0.3212765327526732
S00_2class,session_2,15,0,2-class,3.922909823748625,0.9176773217121679,0.31604639701607307
S00_2class,session_2,16,0,2-class,3.7228982266199933,0.9063066486182374,0.3212226702784512
S00_2class,session_2,17,0,2-class,3.7337393534665,0.9107762910756116,0.32602923436411924
S00_2class,session_2,18,0,2-class,3.5310590792187795,0.9282283863953972,0.3360665308979288
S00_2class,session_2,19,0,2-class,3.5662549803962595,0.9424327283270633,0.3151432871829085
S00_2class,session_2,20,0,2-class,3.6832344204127074,0.9271160291531627,0.3132938441533667
S00_2class,session_2,21,0,2-class,3.585774231907209,0.9197609399835819,0.3299184194446956
S00_2class,session_2,22,0,2-class,3.4096534915418375,0.9449606378890532,0.3083868030905522
S00_2class,session_2,23,0,2-class,3.6984014150058035,0.9045175173017223,0.3109139573270586
S00_2class,session_2,24,0,2-class,3.5353310920580014,0.9296633984335403,0.3069634074088237
S00_2class,session_2,25,0,2-class,3.471459976619602,0.901420869753712,0.3188517677412423
S00_2class,session_2,26,0,2-class,3.6476222602745096,0.938645814499783,0.3197771943032531
S00_2class,session_2,27,0,2-class,3.749731206150189,0.9133738468169577,0.31023423742781625
S00_2class,session_2,28,0,2-class,3.600819789586928,0.957003310742622,0.322001478415335
S00_2class,session_2,29,0,2-class,3.7629608016182297,0.948112676996546,0.31862787216324473
S00_2class,session_2,30,0,2-class,3.4871371572508214,0.9524732296082264,0.3304402874531665
S00_2class,session_2,31,0,2-class,3.5488182412881177,0.8897329152908944,0.30616970843798197
S00_2class,session_2,32,0,2-class,3.600406147108203,0.9310500573417253,0.3155120495236075
S00_2class,session_2,33,0,2-class,3.652304998002088,0.9185808465666327,0.32616864996911893
S00_2class,session_2,34,0,2-class,3.6948806898971442,0.9245862081546625,0.3026859119193072
S00_2class,session_2,35,0,2-class,3.4829774491838594,0.9213090889380303,0.3232549725389052
S00_2class,session_2,36,0,2-class,3.6879275214824565,0.9492502033178926,0.3277001329304668
S00_2class,session_2,37,0,2-class,3.6765048815529573,0.9032816746721802,0.3062976346046427
S00_2class,session_2,38,0,2-class,3.4728595222697227,0.9462620874837396,0.315442108178082
S00_2class,session_2,39,0,2-class,3.5509066322114036,0.9121684391494854,0.31959211325890347
S00_2class,session_2,40,1,2-class,3.561621550748549,0.9150929791712445,0.3078561355253738
S00_2class,session_2,41,1,2-class,3.590477908205417,0.9394925889899272,0.32986440948133106
S00_2class,session_2,42,1,2-class,3.50148961832066,0.931942440644169,0.3065738778413954
S00_2class,session_2,43,1,2-class,3.4766668926849973,0.9332874169417131,0.3078663364924354
S00_2class,session_2,44,1,2-class,3.5148983332444006,0.9021504368913708,0.3197981765940269
S00_2class,session_2,45,1,2-class,3.4579957430575035,0.9134471657575001,0.3106974624180549
S00_2class,session_2,46,1,2-class,3.4164635109775032,0.9170987167157841,0.32267494310118205
S00_2class,session_2,47,1,2-class,3.661106099244653,0.94659563219528,0.3108933499843475
S00_2class,session_2,48,1,2-class,3.752127273338688,0.8958931719258503,0.3074548193973351
S00_2class,session_2,49,1,2-class,3.561670103671192,0.9001778556125198,0.31258734699661617
S00_2class,session_2,50,1,2-class,4.036469561709988,0.9336459367343379,0.3111520049490041
S00_2class,session_2,51,1,2-class,3.4300494638342345,0.9184161052892291,0.3094463546021321
S00_2class,session_2,52,1,2-class,3.596994327818927,0.9500076787701262,0.3274077497514162
S00_2class,session_2,53,1,2-class,3.421651447536724,0.9275286487489102,0.3192018387502841
S00_2class,session_2,54,1,2-class,3.6692826683467823,0.9261983887591333,0.3205833597560658
S00_2class,session_2,55,1,2-class,3.740736815098724,0.9300229044322942,0.3169830528722569
S00_2class,session_2,56,1,2-class,3.524074113631655,0.9078329045244842,0.3121728052886943
S00_2class,session_2,57,1,2-class,3.3779301362780796,0.8998206170939897,0.3078826598212672
S00_2class,session_2,58,1,2-class,3.6744295301527297,0.9156150441426631,0.3205024891602473
S00_2class,session_2,59,1,2-class,3.5407019219803137,0.9059383184404949,0.31170664900466344
S00_2class,session_2,60,1,2-class,3.7121701970843053,0.951373068709985,0.3154680873614818
S00_2class,session_2,61,1,2-class,3.857866788576753,0.9347110783835032,0.32354855666260984
S00_2class,session_2,62,1,2-class,3.5224272959840657,0.9515691414836657,0.3223029652703505
S00_2class,session_2,63,1,2-class,3.5019781162413035,0.9088624849879692,0.3125943581801243
S00_2class,session_2,64,1,2-class,3.5205965782084943,0.925441255551324,0.3120252842248506
S00_2class,session_2,65,1,2-class,3.2470198912865946,0.9324008076712579,0.3224455314587623
S00_2class,session_2,66,1,2-class,3.658850179496677,0.9362986650050935,0.32769845276903653
S00_2class,session_2,67,1,2-class,3.4915314198940393,0.9297299696916596,0.3106570762645181
S00_2class,session_2,68,1,2-class,3.588394204100882,0.9190816608777008,0.3096108636392266
S00_2class,session_2,69,1,2-class,3.7776332322784993,0.9190744563587264,0.30879659180606567
S00_2class,session_2,70,1,2-class,3.6839323541027986,0.9077029395821881,0.31744526979446364
S00_2class,session_2,71,1,2-class,3.64143256122081,0.9377339818320861,0.3164630317588986
S00_2class,session_2,72,1,2-class,3.587175152387041,0.8566565890440185,0.3057963365223211
S00_2class,session_2,73,1,2-class,3.3744822526362244,0.9548846943291692,0.3059437990490633
S00_2class,session_2,74,1,2-class,3.739842266147157,0.9465241782991148,0.31945121207249355
S00_2class,session_2,75,1,2-class,3.7210506145251507,0.9339119612255364,0.3092641222470228
S00_2class,session_2,76,1,2-class,3.526481316762155,0.9163657495622309,0.29990877192490634
S00_2class,session_2,77,1,2-class,3.5017305158523615,0.9523691481328088,0.32303424172237377
S00_2class,session_2,78,1,2-class,3.5394222254073964,0.9119753876164521,0.3225566099065441
S00_2class,session_2,79,1,2-class,3.4427567124918617,0.9236625366223807,0.3190234654391942
S01_2class,session_0,0,0,2-class,2.8336552663671015,0.5483039722708755,0.19072110743485493
S01_2class,session_0,1,0,2-class,2.843723475722841,0.5526051773256472,0.1808248510771073
S01_2class,session_0,2,0,2-class,2.6452604139865894,0.5289286539214407,0.18102099277913544
S01_2class,session_0,3,0,2-class,2.9317285014693013,0.5310080325565176,0.18240689118206732
S01_2class,session_0,4,0,2-class,3.002260373972998,0.534883406736166,0.18238395326144513
S01_2class,session_0,5,0,2-class,2.832538401633979,0.538124512810871,0.18275035453392158
S01_2class,session_0,6,0,2-class,2.696360577337454,0.5436977512122438,0.18772115199848768
S01_2class,session_0,7,0,2-class,2.9141185055445606,0.5295695572364791,0.18655583771326073
S01_2class,session_0,8,0,2-class,2.7487936721719137,0.5520353739102757,0.18726574004120605
S01_2class,session_0,9,0,2-class,2.865190256542435,0.5432894769764093,0.18568133752242516
S01_2class,session_0,10,0,2-class,2.6782772586201853,0.5637905263047795,0.19366427235349276
S01_2class,session_0,11,0,2-class,2.9409154681883267,0.5530391117631225,0.19097576996605242
S01_2class,session_0,12,0,2-class,2.7917406325554364,0.5241952530042715,0.17799701315639094
S01_2class,session_0,13,0,2-class,2.79598922384697,0.5822538616554981,0.19246510379183465
S01_2class,session_0,14,0,2-class,2.8669036094133147,0.540688872243744,0.19029596357118878
S01_2class,session_0,15,0,2-class,2.7050948394630345,0.523286275801797,0.1812250154569046
S01_2class,session_0,16,0,2-class,2.7808266086466684,0.5653470838938558,0.18616421839543812
S01_2class,session_0,17,0,2-class,2.7273622819112,0.5378631395590843,0.18001360610576927
S01_2class,session_0,18,0,2-class,2.6910339917022266,0.5584123260893397,0.20044983261950572
S01_2class,session_0,19,0,2-class,2.9723667624841945,0.5416407918901219,0.1856911939202966
S01_2class,session_0,20,0,2-class,2.944861741202188,0.5533685825101171,0.18063417605658083
S01_2class,session_0,21,0,2-class,3.1203727097737275,0.5502182875477817,0.18434496144984033
S01_2class,session_0,22,0,2-class,2.89374342146928,0.5764795053667308,0.18755706472889627
S01_2class,session_0,23,0,2-class,2.699226228661377,0.5457567401135284,0.1878117984951925
S01_2class,session_0,24,0,2-class,2.85160614373968,0.5500717477099326,0.19170069436261084
S01_2class,session_0,25,0,2-class,2.7098904306926466,0.5342479520046219,0.18502036525266946
S01_2class,session_0,26,0,2-class,2.912925245311466,0.558547281884876,0.1932991601207596
S01_2class,session_0,27,0,2-class,3.021146674265132,0.5312237178923074,0.17623206966765334
S01_2class,session_0,28,0,2-class,2.8767897657016963,0.5603346487113068,0.19188255551833494
S01_2class,session_0,29,0,2-class,2.831179069147289,0.5721218786030906,0.19296199391190044
S01_2class,session_0,30,0,2-class,2.763913397072887,0.5643392351344843,0.18166605859854262
S01_2class,session_0,31,0,2-class,3.0083903878389293,0.528502819263447,0.18100472296405426
S01_2class,session_0,32,0,2-class,2.7500761753756278,0.5650482541664124,0.19401191928540076
S01_2class,session_0,33,0,2-class,2.8568428082149517,0.5541562493641001,0.1891848889421545
S01_2class,session_0,34,0,2-class,2.870306709691873,0.568121692906402,0.19324627582671647
S01_2class,session_0,35,0,2-class,3.067479120410586,0.540065739557722,0.17337291858862808
S01_2class,session_0,36,0,2-class,2.924925000443761,0.5598143035094973,0.18520658506759752
S01_2class,session_0,37,0,2-class,2.9945742768406944,0.5702041315880698,0.1888383916963277
S01_2class,session_0,38,0,2-class,2.9915882741852284,0.553458447869523,0.1946702791176535
S01_2class,session_0,39,0,2-class,2.8504412902978093,0.5427251137447923,0.19184507211594304
S01_2class,session_0,40,1,2-class,2.9441276276210275,0.5440948812771667,0.18696734190241657
S01_2class,session_0,41,1,2-class,3.0156306527505503,0.5702143173405122,0.19806492166825804
S01_2class,session_0,42,1,2-class,3.1348814736164283,0.5571031791079698,0.19610447416788457
S01_2class,session_0,43,1,2-class,2.9314464958478577,0.5627196179149737,0.19254954877772607
S01_2class,session_0,44,1,2-class,2.9345612251094373,0.5809032295948641,0.20011058803108345
S01_2class,session_0,45,1,2-class,2.837097237462374,0.536673957308436,0.18716004109090975
S01_2class,session_0,46,1,2-class,2.8282671436624898,0.5450517984546851,0.1793666025246234
S01_2class,session_0,47,1,2-class,2.84873729566611,0.5558282015000572,0.1858086660296645
S01_2class,session_0,48,1,2-class,2.876651119015049,0.5346978960001482,0.1778515297070322
S01_2class,session_0,49,1,2-class,2.8916363454114475,0.5239645526712391,0.17759019378168844
S01_2class,session_0,50,1,2-class,2.9189051048504533,0.5771736912239307,0.1945820080007695
S01_2class,session_0,51,1,2-class,2.642905595960853,0.5459781156819395,0.18408860583959427
S01_2class,session_0,52,1,2-class,2.8116720000135533,0.5399727584557801,0.18919395178517137
S01_2class,session_0,53,1,2-class,2.651363045899101,0.535374996688067,0.183403732290808
S01_2class,session_0,54,1,2-class,2.9306384997938326,0.5643430986143588,0.18969818706840552
S01_2class,session_0,55,1,2-class,2.8124215976010265,0.5480329129972535,0.177600375844467
S01_2class,session_0,56,1,2-class,2.8342074597767484,0.5471565385805005,0.1978672244575011
S01_2class,session_0,57,1,2-class,2.826440544578444,0.540809757359796,0.17842378720785768
S01_2class,session_0,58,1,2-class,2.983887847648079,0.571200631248971,0.18646504144775655
S01_2class,session_0,59,1,2-class,2.8773441212077384,0.5766613395974457,0.18498137804476053
S01_2class,session_0,60,1,2-class,2.831693885091881,0.5531022171698969,0.18212052186286884
S01_2class,session_0,61,1,2-class,2.868342359897179,0.5715377840522468,0.1862050879637434
S01_2class,session_0,62,1,2-class,2.932984136223817,0.5572073458489268,0.1835741550768732
S01_2class,session_0,63,1,2-class,2.8976142575937858,0.5298665791838535,0.18638690591931528
S01_2class,session_0,64,1,2-class,2.8293165946110928,0.5533203550243493,0.1869007628261258
S01_2class,session_0,65,1,2-class,2.7711787077641903,0.5354904306838719,0.18827238734336674
S01_2class,session_0,66,1,2-class,2.8716042222905775,0.5481308259322997,0.18372633022351792
S01_2class,session_0,67,1,2-class,2.931440359230505,0.5500878494139101,0.18826936574121844
S01_2class,session_0,68,1,2-class,2.7317532595774274,0.5484356110363258,0.187831917475845
S01_2class,session_0,69,1,2-class,2.776388936888377,0.5447903727456349,0.1856416376906048
S01_2class,session_0,70,1,2-class,3.1246388940910195,0.5453629794117542,0.19462931592429294
S01_2class,session_0,71,1,2-class,2.849005976695724,0.5380219893315326,0.19633892750709636
S01_2class,session_0,72,1,2-class,2.866620395695707,0.546114622958946,0.18940915757687765
S01_2class,session_0,73,1,2-class,2.7264665967261537,0.5579567335874902,0.18706790589976635
